,gameID,numBlocks_pre,targetName,rawF1DiscreteScore_pre,prop_unchanged,numBlocks_post,rawF1DiscreteScore_post
0,0145-8cab6010-6b88-4e57-b04d-b9e9b4b7c959,6,hand_selected_009,0.8260869565217391,0.3333333333333333,8,0.75
1,0145-8cab6010-6b88-4e57-b04d-b9e9b4b7c959,4,hand_selected_005,0.4210526315789474,0.75,7,0.5957446808510638
2,0145-8cab6010-6b88-4e57-b04d-b9e9b4b7c959,5,hand_selected_008,0.6222222222222222,0.2,5,0.5365853658536586
3,0145-8cab6010-6b88-4e57-b04d-b9e9b4b7c959,6,hand_selected_006,0.6249999999999999,0.16666666666666666,7,0.6875
4,0145-8cab6010-6b88-4e57-b04d-b9e9b4b7c959,9,hand_selected_012,0.4444444444444444,0.0,7,0.6666666666666666
5,0145-8cab6010-6b88-4e57-b04d-b9e9b4b7c959,6,hand_selected_004,0.8333333333333333,0.0,7,0.4999999999999999
6,0145-8cab6010-6b88-4e57-b04d-b9e9b4b7c959,7,hand_selected_016,0.27027027027027023,0.0,7,0.7073170731707317
7,0145-8cab6010-6b88-4e57-b04d-b9e9b4b7c959,6,hand_selected_011,0.6875,0.16666666666666666,6,0.5714285714285714
8,0443-fd078367-c19d-495d-84d5-3519a281435d,2,hand_selected_005,0.375,0.5,8,1.0
9,0443-fd078367-c19d-495d-84d5-3519a281435d,12,hand_selected_016,0.8979591836734693,0.3333333333333333,12,1.0
10,0443-fd078367-c19d-495d-84d5-3519a281435d,12,hand_selected_004,0.9454545454545454,0.3333333333333333,12,1.0
11,0443-fd078367-c19d-495d-84d5-3519a281435d,8,hand_selected_009,0.8863636363636362,0.75,12,0.979591836734694
12,0443-fd078367-c19d-495d-84d5-3519a281435d,10,hand_selected_006,0.903846153846154,0.8,10,0.903846153846154
13,0443-fd078367-c19d-495d-84d5-3519a281435d,15,hand_selected_012,0.7272727272727272,0.13333333333333333,11,1.0
14,0443-fd078367-c19d-495d-84d5-3519a281435d,7,hand_selected_008,0.6486486486486487,0.2857142857142857,11,1.0
15,0443-fd078367-c19d-495d-84d5-3519a281435d,9,hand_selected_011,1.0,0.0,14,0.8333333333333333
16,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,6,hand_selected_004,0.7083333333333333,0.0,10,0.9166666666666666
17,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,14,hand_selected_016,0.6923076923076923,0.0,8,0.763157894736842
18,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,8,hand_selected_005,1.0,0.75,8,1.0
19,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,8,hand_selected_011,0.9803921568627452,0.5,7,0.7045454545454546
20,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,8,hand_selected_009,0.9574468085106383,0.5,7,0.8837209302325582
21,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,9,hand_selected_008,0.8888888888888891,0.4444444444444444,9,0.979591836734694
22,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,5,hand_selected_006,0.631578947368421,0.4,8,0.6153846153846155
23,0477-2df104ca-e405-4c6c-a35d-eb6b52cdde96,9,hand_selected_012,0.9,0.7777777777777778,10,0.95
24,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,6,hand_selected_004,0.5777777777777778,0.0,7,0.7999999999999999
25,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,7,hand_selected_006,0.5641025641025641,0.14285714285714285,9,0.8181818181818181
26,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,8,hand_selected_011,0.7551020408163265,0.25,13,0.962962962962963
27,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,7,hand_selected_009,0.7727272727272727,0.2857142857142857,10,0.7407407407407408
28,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,8,hand_selected_012,0.8780487804878048,0.5,9,0.8333333333333333
29,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,6,hand_selected_005,0.631578947368421,0.16666666666666666,11,0.7547169811320755
30,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,7,hand_selected_016,0.7674418604651163,0.14285714285714285,8,0.8260869565217391
31,0622-493f8d2b-4aa3-4b1c-ad92-f6014b9fc709,7,hand_selected_008,0.7000000000000001,0.2857142857142857,9,0.9166666666666666
32,0652-88ebf36e-0780-4434-a9c7-969af27c2636,9,hand_selected_005,0.8,0.2222222222222222,14,0.7868852459016393
33,0652-88ebf36e-0780-4434-a9c7-969af27c2636,10,hand_selected_012,0.35294117647058826,0.2,23,0.576271186440678
34,0652-88ebf36e-0780-4434-a9c7-969af27c2636,15,hand_selected_011,0.7258064516129031,0.06666666666666667,8,0.6136363636363638
35,0652-88ebf36e-0780-4434-a9c7-969af27c2636,12,hand_selected_004,0.86,0.3333333333333333,14,0.8431372549019608
36,0652-88ebf36e-0780-4434-a9c7-969af27c2636,8,hand_selected_006,0.7872340425531914,0.375,10,0.7173913043478259
37,0652-88ebf36e-0780-4434-a9c7-969af27c2636,15,hand_selected_009,0.8518518518518519,0.2,16,0.8148148148148148
38,0652-88ebf36e-0780-4434-a9c7-969af27c2636,11,hand_selected_008,0.7037037037037037,0.09090909090909091,5,0.4864864864864866
39,0652-88ebf36e-0780-4434-a9c7-969af27c2636,14,hand_selected_016,0.8125000000000001,0.21428571428571427,16,0.6229508196721312
40,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,11,hand_selected_012,0.9047619047619048,0.45454545454545453,8,0.7692307692307692
41,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,5,hand_selected_004,0.8181818181818181,0.8,11,1.0
42,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,6,hand_selected_006,0.7073170731707317,0.0,8,0.8936170212765957
43,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,9,hand_selected_016,0.8421052631578948,0.5555555555555556,9,0.7837837837837838
44,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,11,hand_selected_011,0.7254901960784313,0.09090909090909091,12,0.8813559322033898
45,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,8,hand_selected_009,0.9090909090909092,1.0,11,0.9791666666666666
46,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,7,hand_selected_005,1.0,0.0,8,0.75
47,0696-c7f6bc88-04be-490d-9bf4-0e0092946d86,8,hand_selected_008,0.979591836734694,0.875,9,0.979591836734694
48,0750-6e9daa66-cf41-4b5f-8626-8cac81c5597b,10,hand_selected_004,0.8936170212765957,0.4,10,1.0
49,0750-6e9daa66-cf41-4b5f-8626-8cac81c5597b,8,hand_selected_006,0.7111111111111111,0.0,8,0.5909090909090908
50,0750-6e9daa66-cf41-4b5f-8626-8cac81c5597b,3,hand_selected_005,0.4,0.0,8,0.9583333333333334
51,0750-6e9daa66-cf41-4b5f-8626-8cac81c5597b,10,hand_selected_012,0.8648648648648648,0.8,11,0.8500000000000001
52,0750-6e9daa66-cf41-4b5f-8626-8cac81c5597b,10,hand_selected_016,0.8571428571428572,0.3,10,0.9767441860465116
53,0750-6e9daa66-cf41-4b5f-8626-8cac81c5597b,8,hand_selected_011,0.6976744186046512,0.25,8,0.7450980392156863
54,0750-6e9daa66-cf41-4b5f-8626-8cac81c5597b,10,hand_selected_008,0.8888888888888891,0.7,9,0.9583333333333334
55,0750-6e9daa66-cf41-4b5f-8626-8cac81c5597b,10,hand_selected_009,0.9090909090909092,0.4,10,1.0
56,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,4,hand_selected_008,0.7804878048780487,0.5,10,1.0
57,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,4,hand_selected_006,0.4705882352941176,0.5,5,0.7317073170731707
58,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,7,hand_selected_005,0.9090909090909092,0.2857142857142857,7,1.0
59,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,11,hand_selected_009,1.0,0.45454545454545453,9,0.9583333333333334
60,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,8,hand_selected_011,0.96,0.875,10,0.9803921568627452
61,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,6,hand_selected_016,0.6764705882352942,0.0,11,1.0
62,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,7,hand_selected_004,0.7317073170731707,0.5714285714285714,9,1.0
63,0823-6fe08630-db1c-47e9-b895-7a2bf343bb77,11,hand_selected_012,1.0,1.0,11,1.0
64,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,5,hand_selected_012,0.6249999999999999,0.0,15,0.7555555555555556
65,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,15,hand_selected_004,0.8965517241379308,0.2,11,1.0
66,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,14,hand_selected_009,0.86,0.14285714285714285,12,1.0
67,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,9,hand_selected_006,0.7727272727272727,0.3333333333333333,9,0.8181818181818181
68,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,9,hand_selected_008,0.7692307692307692,0.2222222222222222,10,0.9387755102040816
69,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,13,hand_selected_016,0.625,0.46153846153846156,15,0.8409090909090909
70,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,3,hand_selected_011,0.375,0.0,12,0.981132075471698
71,0976-bad77500-c02a-44f0-bb87-5dd2768e977c,6,hand_selected_005,0.375,0.0,8,1.0
72,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,4,hand_selected_006,0.6749999999999999,0.25,8,0.8043478260869567
73,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,5,hand_selected_016,0.5333333333333333,0.6,11,0.9268292682926828
74,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,8,hand_selected_009,0.74,0.0,11,1.0
75,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,9,hand_selected_008,0.8979591836734694,0.4444444444444444,11,0.9803921568627452
76,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,7,hand_selected_004,0.8695652173913044,0.14285714285714285,10,0.9090909090909092
77,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,8,hand_selected_005,1.0,0.625,8,0.979591836734694
78,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,10,hand_selected_012,0.975609756097561,1.0,11,1.0
79,1106-c12ab2b8-d38b-4e8f-9244-5adfbadd1093,8,hand_selected_011,0.9166666666666666,0.625,8,0.9411764705882352
80,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,7,hand_selected_005,0.9090909090909092,0.2857142857142857,8,0.9565217391304348
81,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,12,hand_selected_016,0.9545454545454546,0.5833333333333334,13,0.9777777777777776
82,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,9,hand_selected_006,0.6222222222222222,0.0,12,1.0
83,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,5,hand_selected_011,0.7619047619047621,0.0,6,0.631578947368421
84,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,11,hand_selected_009,1.0,1.0,11,1.0
85,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,12,hand_selected_012,1.0,0.8333333333333334,11,1.0
86,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,9,hand_selected_004,1.0,0.7777777777777778,10,1.0
87,1556-61be62e7-2a5a-4695-9ad2-f7827a87833f,8,hand_selected_008,0.8936170212765958,0.5,10,1.0
88,1691-3673775e-bf17-46c9-b775-79afc1355b02,9,hand_selected_008,0.836734693877551,0.0,7,0.5555555555555556
89,1691-3673775e-bf17-46c9-b775-79afc1355b02,5,hand_selected_011,0.6,0.2,14,0.8928571428571429
90,1691-3673775e-bf17-46c9-b775-79afc1355b02,11,hand_selected_012,0.5641025641025642,0.36363636363636365,10,0.95
91,1691-3673775e-bf17-46c9-b775-79afc1355b02,12,hand_selected_004,0.94,0.5,13,0.981132075471698
92,1691-3673775e-bf17-46c9-b775-79afc1355b02,8,hand_selected_005,0.851063829787234,0.25,8,1.0
93,1691-3673775e-bf17-46c9-b775-79afc1355b02,6,hand_selected_006,0.6585365853658537,0.3333333333333333,9,0.7674418604651162
94,1691-3673775e-bf17-46c9-b775-79afc1355b02,11,hand_selected_009,0.9387755102040816,0.7272727272727273,11,0.9787234042553192
95,1691-3673775e-bf17-46c9-b775-79afc1355b02,11,hand_selected_016,0.8780487804878049,0.2727272727272727,11,0.9130434782608696
96,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,3,hand_selected_011,0.3529411764705882,0.0,9,1.0
97,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,12,hand_selected_009,0.6346153846153846,0.0,11,1.0
98,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,10,hand_selected_004,0.981132075471698,0.7,9,1.0
99,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,10,hand_selected_006,0.96,0.5,12,0.9807692307692308
100,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,11,hand_selected_016,1.0,1.0,11,1.0
101,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,10,hand_selected_008,1.0,1.0,10,1.0
102,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,12,hand_selected_012,0.9767441860465116,0.9166666666666666,11,1.0
103,1700-167b9ff0-0c2b-4d80-853f-d100fb9ba76d,12,hand_selected_005,0.923076923076923,0.08333333333333333,8,1.0
104,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,11,hand_selected_016,0.9545454545454546,0.2727272727272727,12,1.0
105,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,14,hand_selected_004,0.9803921568627452,0.21428571428571427,12,1.0
106,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,2,hand_selected_009,0.2857142857142857,0.5,11,1.0
107,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,6,hand_selected_008,0.4848484848484849,0.6666666666666666,12,1.0
108,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,13,hand_selected_005,0.923076923076923,0.3076923076923077,8,0.9565217391304348
109,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,12,hand_selected_011,1.0,1.0,12,1.0
110,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,5,hand_selected_006,0.5142857142857142,0.2,11,0.9423076923076924
111,1763-c95ef836-ba0c-4abf-a4c4-9942d92869cd,11,hand_selected_012,1.0,1.0,11,1.0
112,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,8,hand_selected_011,0.7441860465116279,0.25,13,0.9803921568627452
113,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,4,hand_selected_016,0.5333333333333333,0.25,13,0.8936170212765958
114,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,5,hand_selected_005,0.4615384615384615,0.0,9,0.9090909090909092
115,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,3,hand_selected_006,0.5142857142857142,0.6666666666666666,7,0.5555555555555556
116,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,6,hand_selected_012,0.7058823529411765,0.3333333333333333,12,1.0
117,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,7,hand_selected_009,0.7368421052631579,0.0,10,0.8139534883720931
118,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,5,hand_selected_008,0.6842105263157895,0.0,8,0.6486486486486487
119,2328-cf96d18d-a95b-4d1b-bc43-602ee1bf5835,10,hand_selected_004,0.9166666666666666,0.5,13,0.9387755102040816
120,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,8,hand_selected_004,0.7906976744186047,0.375,9,0.9803921568627452
121,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,2,hand_selected_008,0.2758620689655173,0.5,7,0.7441860465116279
122,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,5,hand_selected_005,0.7368421052631579,0.4,8,1.0
123,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,8,hand_selected_012,0.8947368421052632,0.875,10,0.95
124,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,9,hand_selected_009,0.5897435897435898,0.0,9,0.92
125,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,6,hand_selected_011,0.5813953488372092,0.16666666666666666,9,0.9803921568627452
126,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,9,hand_selected_016,0.6756756756756758,0.5,10,0.9
127,2331-ac5687d5-1fb4-4800-807f-c403b1f35903,8,hand_selected_006,0.8085106382978723,0.0,7,0.8541666666666667
128,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,10,hand_selected_006,0.9454545454545454,0.8,12,1.0
129,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,9,hand_selected_004,0.9803921568627452,0.5555555555555556,13,0.9803921568627452
130,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,8,hand_selected_009,0.5882352941176471,0.0,13,0.9574468085106383
131,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,8,hand_selected_016,0.7250000000000001,0.125,12,1.0
132,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,11,hand_selected_012,1.0,1.0,11,1.0
133,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,8,hand_selected_005,0.8846153846153847,0.625,8,1.0
134,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,9,hand_selected_008,0.979591836734694,1.0,10,0.98
135,3166-e81c23a6-7431-4d04-b543-58a28128c9d9,9,hand_selected_011,0.94,0.7777777777777778,11,1.0
136,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,4,hand_selected_011,0.4736842105263157,0.0,9,0.7755102040816326
137,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,4,hand_selected_005,0.38888888888888895,0.0,9,0.8
138,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,9,hand_selected_006,0.3333333333333333,0.2222222222222222,8,0.5581395348837211
139,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,10,hand_selected_009,0.6724137931034482,0.0,11,0.8695652173913043
140,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,2,hand_selected_008,0.2758620689655173,0.5,10,0.7058823529411765
141,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,10,hand_selected_012,0.3243243243243243,0.4,12,0.6534653465346535
142,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,12,hand_selected_004,0.5555555555555555,0.25,15,0.7500000000000001
143,3434-b4d883f9-3dff-48d4-88c0-ee40d88066c9,8,hand_selected_016,0.6000000000000001,0.125,9,0.5476190476190476
144,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,10,hand_selected_004,0.981132075471698,0.2,15,1.0
145,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,9,hand_selected_005,1.0,0.625,8,1.0
146,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,7,hand_selected_006,0.6304347826086957,0.14285714285714285,8,0.8260869565217392
147,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,10,hand_selected_012,0.9545454545454544,0.6,11,1.0
148,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,12,hand_selected_008,0.793103448275862,0.16666666666666666,6,0.5263157894736842
149,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,10,hand_selected_009,0.9591836734693876,0.6,13,0.9791666666666666
150,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,12,hand_selected_016,0.8723404255319149,0.4166666666666667,18,0.9148936170212766
151,3719-c6caf2a8-3673-486a-ab4c-b08c85e31a34,14,hand_selected_011,0.981132075471698,0.7142857142857143,12,1.0
152,4115-fd198403-2337-4ad4-9b98-3841e429e43e,7,hand_selected_008,0.6818181818181819,0.0,7,0.9583333333333334
153,4115-fd198403-2337-4ad4-9b98-3841e429e43e,8,hand_selected_016,0.5757575757575758,0.625,7,0.46875
154,4115-fd198403-2337-4ad4-9b98-3841e429e43e,5,hand_selected_005,0.5142857142857142,0.0,8,0.8979591836734694
155,4115-fd198403-2337-4ad4-9b98-3841e429e43e,6,hand_selected_011,0.7916666666666666,0.16666666666666666,6,0.8260869565217392
156,4115-fd198403-2337-4ad4-9b98-3841e429e43e,7,hand_selected_006,0.8461538461538461,0.2857142857142857,6,0.7916666666666666
157,4115-fd198403-2337-4ad4-9b98-3841e429e43e,8,hand_selected_004,0.8085106382978723,0.375,7,0.8979591836734695
158,4115-fd198403-2337-4ad4-9b98-3841e429e43e,8,hand_selected_009,0.8400000000000001,0.375,8,0.9148936170212766
159,4115-fd198403-2337-4ad4-9b98-3841e429e43e,9,hand_selected_012,0.8648648648648648,0.0,9,0.5714285714285714
160,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,4,hand_selected_006,0.3428571428571429,0.0,8,0.5405405405405405
161,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,5,hand_selected_004,0.8181818181818181,0.2,14,0.8888888888888891
162,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,12,hand_selected_012,0.5581395348837208,0.08333333333333333,10,0.7222222222222222
163,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,11,hand_selected_011,0.9803921568627452,0.5454545454545454,11,1.0
164,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,4,hand_selected_005,0.5882352941176471,0.75,11,0.96
165,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,10,hand_selected_009,0.9111111111111112,0.6,12,0.9787234042553192
166,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,12,hand_selected_008,0.8070175438596492,0.3333333333333333,12,0.6981132075471698
167,4377-8cc5e14c-b1be-4205-9304-88e5a75fe074,9,hand_selected_016,0.9,0.4444444444444444,12,0.9767441860465116
168,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,4,hand_selected_005,0.5714285714285715,0.0,9,0.3684210526315789
169,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,5,hand_selected_012,0.4666666666666666,0.0,11,0.4864864864864864
170,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,6,hand_selected_016,0.6666666666666667,0.0,9,0.3421052631578948
171,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,5,hand_selected_004,0.5277777777777778,0.2,10,0.68
172,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,5,hand_selected_011,0.631578947368421,0.2,9,0.6046511627906976
173,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,5,hand_selected_006,0.4705882352941176,0.0,10,0.6249999999999999
174,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,4,hand_selected_008,0.6111111111111112,0.25,5,0.7179487179487181
175,4452-eae81be5-9537-4c6e-900f-5243f6eebe7e,7,hand_selected_009,0.8695652173913043,0.8571428571428571,11,0.7241379310344829
176,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,11,hand_selected_012,1.0,0.8181818181818182,11,1.0
177,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,11,hand_selected_011,1.0,0.5454545454545454,14,1.0
178,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,4,hand_selected_006,0.3225806451612904,0.25,12,0.981132075471698
179,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,9,hand_selected_016,0.5625000000000001,0.6666666666666666,14,0.9318181818181818
180,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,11,hand_selected_008,0.9615384615384616,0.2727272727272727,12,0.9433962264150944
181,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,14,hand_selected_004,0.9803921568627452,0.2857142857142857,11,1.0
182,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,11,hand_selected_009,1.0,0.6363636363636364,12,0.9583333333333334
183,4532-90422267-2aa2-4502-bae9-d1599ddaf3cd,8,hand_selected_005,1.0,0.75,8,1.0
184,4611-415301bd-3cd2-4751-9911-e530d1bce758,4,hand_selected_012,0.27586206896551724,0.0,7,0.4375
185,4611-415301bd-3cd2-4751-9911-e530d1bce758,3,hand_selected_016,0.3076923076923077,0.0,6,0.4827586206896552
186,4611-415301bd-3cd2-4751-9911-e530d1bce758,5,hand_selected_005,0.8,0.8,8,0.9565217391304348
187,4611-415301bd-3cd2-4751-9911-e530d1bce758,4,hand_selected_006,0.4864864864864865,0.25,6,0.7619047619047621
188,4611-415301bd-3cd2-4751-9911-e530d1bce758,6,hand_selected_008,0.6829268292682927,0.0,10,1.0
189,4611-415301bd-3cd2-4751-9911-e530d1bce758,6,hand_selected_009,0.6486486486486487,0.16666666666666666,10,0.9787234042553192
190,4611-415301bd-3cd2-4751-9911-e530d1bce758,9,hand_selected_004,0.8936170212765957,0.1111111111111111,5,0.8181818181818181
191,4611-415301bd-3cd2-4751-9911-e530d1bce758,4,hand_selected_011,0.3125,0.0,10,0.9166666666666666
192,4767-25505ba0-468f-4600-9858-5ec84d2bba3b,9,hand_selected_004,1.0,0.4444444444444444,8,0.8936170212765957
193,4767-25505ba0-468f-4600-9858-5ec84d2bba3b,7,hand_selected_005,0.6666666666666666,0.0,11,0.979591836734694
194,4767-25505ba0-468f-4600-9858-5ec84d2bba3b,9,hand_selected_008,0.7058823529411765,0.0,12,0.923076923076923
195,4767-25505ba0-468f-4600-9858-5ec84d2bba3b,11,hand_selected_016,0.9069767441860463,0.2727272727272727,12,1.0
